Painting,HueSD_z,SaturationSD_z,Brightness_z,BrightnessSD_z,ColourComponent_z,Entropy_z,StraightEdgeDensity_z,NonStraightEdgeDensity_z,Horizontal_Symmetry_z,Vertical_Symmetry_z
58.jpg,2.375533934806396,-1.5632268618999772,1.0885815098939209,-0.37143244625886385,0.20664457703706893,0.42691136785399614,0.41324008960200526,-0.8601065228345258,1.3298026503811107,0.4468671342792075
59.jpg,0.2806312186522857,-1.3456223043898146,0.40340627306063137,-0.3009121688853387,0.31468072188794977,0.602196671312658,-1.4115029862107324,1.4498030932881842,1.1503401510725697,1.1649908065919687
60.jpg,-0.9971588436485572,0.5222028594314523,0.8930741538549765,0.32350637132253707,0.41123329878974646,0.6466663993589901,-0.052210019414832505,0.5650816612008638,0.6907706427081312,0.8897974285159107
61.jpg,-1.0035877049779922,-2.2201728230880513,-0.24491354764529105,-1.761754712725573,1.6335038806561804,-1.0553493305399,-1.4244550416789656,-0.6748500045860386,1.3407159104741977,1.0129792263213837
62.jpg,1.64920335851638,0.31224759606509817,0.9954391751996059,-0.38004187785430266,0.5479253401153384,0.7281437080187461,-0.3467920934007747,-0.301915514470431,0.8714457264714593,0.5110789224969545
63.jpg,-0.6618597336755213,1.0655419707110703,0.5507441523622516,0.8138173807989892,-2.020758199821492,0.464470969026565,-0.06751299872419418,-0.8473772924062969,0.1293440401415485,0.030145733192606432
64.jpg,0.40207988055704286,-0.1121144530332266,-0.31611044738831323,-0.6120592408960135,-0.41727037864161987,0.32427975071668974,-1.1546916397778182,1.7347525349111124,0.07356515522132723,-0.5018947977544398
65.jpg,0.7475556472786131,1.561870162352899,2.5834421839409507,-1.9888255420994025,-0.6800958277056655,-0.5057290516953901,-0.6438562723873693,0.8291866229143622,1.1564030733465063,1.3615575052177247
66.jpg,-1.3334940779243376,-2.020455178131929,-0.016351018856927635,-1.4576149059145243,-0.9065982968239977,-1.2780929335242621,0.559277364427241,-1.5102153166680583,1.520178409782737,1.239686152069755
67.jpg,-1.4288853333612979,-0.7804390042281164,0.10852413404232215,-0.31101327321043354,-1.2251126780778712,0.40693757781012047,4.638282535734762,-1.4766121916732413,0.06386447958302748,0.229333321133372
68.jpg,-1.5441158979680452,-2.0318739888978765,0.0733188450051747,-2.203190474986956,-0.5650910920815664,-1.7804614559393712,0.1782655476634549,-1.6777607229223495,1.721467429277452,1.3707306178202587
69.jpg,0.453198434683375,-1.0105768980876237,-0.5440875473403791,-1.6897687359983387,0.18345289840478723,-0.5179251796085624,-0.8946000946147656,0.6950410846170063,1.2097567893571541,0.8465527548182449
70.jpg,2.2613489979879207,-1.801130525482545,-0.5134651367828428,0.6053991430347618,0.7340293334543945,0.08822373567734279,0.8176192635756501,-0.4895632095957185,0.35609733318679954,0.5949473805772764
71.jpg,-1.0824870864738465,-1.148985998781008,0.6952962196060536,-1.343807900272282,-0.009271112431309849,-0.3317206554530259,-0.4276187353967246,0.010840813112029096,1.3746682752082449,0.9762867759112425
72.jpg,-1.0753063091287958,0.33008649165676907,1.5305793358227462,-0.5896375608849658,-0.26745263142636827,0.5124576375278417,-1.4371876357599076,2.185502351331265,0.9975545097693522,1.098158129059212
73.jpg,1.1970119320505646,0.0898961477964779,-1.5295780330538054,-0.3373172240252802,-0.001351096884084476,-0.11992754203614307,1.4174492828474232,-0.5099708166451177,-1.8010904118800473,-2.8489011793459604
74.jpg,1.1566480172690188,0.5760190770309901,-0.17233541305609845,-0.10313097583645552,-0.032183967312681847,0.4003665676861701,1.228442680933443,-0.40330227799553164,-0.5691046058160141,-1.2056035788346444
